,model_name,training_method,balance,sampling_size,sort_by_time,partition_ratio,seed_size,unlabeled_size,test_size,val_score,accuracy,f1_score,precision,recall,specificity
364,Logistic Regression (Lasso),random_sampling,True,0,False,"[0.5, 0.25, 0.25]",2062,1030,1032,0.729,0.762,0.752,0.785,0.721,0.802
365,Logistic Regression (Lasso),random_sampling,True,0,False,"[0.6, 0.2, 0.2]",2474,824,826,0.715,0.798,0.789,0.824,0.758,0.838
366,Logistic Regression (Lasso),random_sampling,True,0,False,"[0.8, 0.1, 0.1]",3298,412,414,0.73,0.802,0.792,0.834,0.754,0.85
367,Logistic Regression (Lasso),random_sampling,True,50,True,"[0.5, 0.25, 0.25]",2062,1030,1032,0.676,0.711,0.742,0.671,0.829,0.593
368,Logistic Regression (Lasso),random_sampling,True,50,True,"[0.6, 0.2, 0.2]",2474,824,826,0.693,0.726,0.749,0.691,0.818,0.634
369,Logistic Regression (Lasso),random_sampling,True,50,True,"[0.8, 0.1, 0.1]",3298,412,414,0.74,0.737,0.763,0.694,0.845,0.628
370,Logistic Regression (Lasso),random_sampling,True,50,False,"[0.5, 0.25, 0.25]",2062,1030,1032,0.712,0.781,0.774,0.798,0.752,0.81
371,Logistic Regression (Lasso),random_sampling,True,50,False,"[0.6, 0.2, 0.2]",2474,824,826,0.727,0.792,0.782,0.821,0.746,0.838
372,Logistic Regression (Lasso),random_sampling,True,50,False,"[0.8, 0.1, 0.1]",3298,412,414,0.693,0.79,0.779,0.823,0.739,0.841
373,Logistic Regression (Lasso),random_sampling,True,100,True,"[0.5, 0.25, 0.25]",2062,1030,1032,0.691,0.718,0.747,0.677,0.833,0.603
374,Logistic Regression (Lasso),random_sampling,True,100,True,"[0.6, 0.2, 0.2]",2474,824,826,0.68,0.726,0.745,0.697,0.801,0.651
375,Logistic Regression (Lasso),random_sampling,True,100,True,"[0.8, 0.1, 0.1]",3298,412,414,0.719,0.725,0.754,0.681,0.845,0.604
376,Logistic Regression (Lasso),random_sampling,True,100,False,"[0.5, 0.25, 0.25]",2062,1030,1032,0.677,0.767,0.762,0.779,0.746,0.789
377,Logistic Regression (Lasso),random_sampling,True,100,False,"[0.6, 0.2, 0.2]",2474,824,826,0.713,0.794,0.785,0.821,0.753,0.835
378,Logistic Regression (Lasso),random_sampling,True,100,False,"[0.8, 0.1, 0.1]",3298,412,414,0.725,0.783,0.773,0.81,0.739,0.826
379,Logistic Regression (Lasso),random_sampling,True,300,True,"[0.5, 0.25, 0.25]",2062,1030,1032,0.677,0.713,0.739,0.679,0.81,0.616
380,Logistic Regression (Lasso),random_sampling,True,300,True,"[0.6, 0.2, 0.2]",2474,824,826,0.699,0.725,0.739,0.703,0.78,0.671
381,Logistic Regression (Lasso),random_sampling,True,300,True,"[0.8, 0.1, 0.1]",3298,412,414,0.726,0.751,0.773,0.711,0.845,0.657
382,Logistic Regression (Lasso),random_sampling,True,300,False,"[0.5, 0.25, 0.25]",2062,1030,1032,0.725,0.78,0.771,0.803,0.742,0.818
383,Logistic Regression (Lasso),random_sampling,True,300,False,"[0.6, 0.2, 0.2]",2474,824,826,0.724,0.799,0.79,0.828,0.755,0.843
384,Logistic Regression (Lasso),random_sampling,True,300,False,"[0.8, 0.1, 0.1]",3298,412,414,0.674,0.79,0.77,0.849,0.705,0.874
385,Logistic Regression (Lasso),random_sampling,True,600,True,"[0.5, 0.25, 0.25]",2062,1030,1032,0.728,0.732,0.754,0.696,0.822,0.641
386,Logistic Regression (Lasso),random_sampling,True,600,True,"[0.6, 0.2, 0.2]",2474,824,826,0.698,0.746,0.761,0.718,0.809,0.683
387,Logistic Regression (Lasso),random_sampling,True,600,True,"[0.8, 0.1, 0.1]",3298,412,414,0.749,0.739,0.761,0.702,0.831,0.647
388,Logistic Regression (Lasso),random_sampling,True,600,False,"[0.5, 0.25, 0.25]",2062,1030,1032,0.73,0.776,0.767,0.799,0.738,0.814
389,Logistic Regression (Lasso),random_sampling,True,600,False,"[0.6, 0.2, 0.2]",2474,824,826,0.712,0.782,0.769,0.817,0.726,0.838
390,Logistic Regression (Lasso),random_sampling,True,600,False,"[0.8, 0.1, 0.1]",3298,412,414,0.703,0.787,0.774,0.825,0.729,0.845
391,Logistic Regression (Lasso),random_sampling,False,0,True,"[0.5, 0.25, 0.25]",5073,2536,2538,0.819,0.826,0.897,0.845,0.957,0.312
392,Logistic Regression (Lasso),random_sampling,False,0,True,"[0.6, 0.2, 0.2]",6088,2029,2030,0.804,0.834,0.902,0.849,0.964,0.327
393,Logistic Regression (Lasso),random_sampling,False,0,True,"[0.8, 0.1, 0.1]",8117,1014,1016,0.826,0.837,0.905,0.845,0.973,0.304
394,Logistic Regression (Lasso),random_sampling,False,0,False,"[0.5, 0.25, 0.25]",5073,2536,2538,0.809,0.833,0.898,0.874,0.924,0.477
395,Logistic Regression (Lasso),random_sampling,False,0,False,"[0.6, 0.2, 0.2]",6088,2029,2030,0.831,0.836,0.9,0.874,0.929,0.475
396,Logistic Regression (Lasso),random_sampling,False,0,False,"[0.8, 0.1, 0.1]",8117,1014,1016,0.819,0.844,0.905,0.878,0.933,0.493
397,Logistic Regression (Lasso),random_sampling,False,50,True,"[0.5, 0.25, 0.25]",5073,2536,2538,0.808,0.825,0.896,0.848,0.951,0.329
398,Logistic Regression (Lasso),random_sampling,False,50,True,"[0.6, 0.2, 0.2]",6088,2029,2030,0.822,0.831,0.9,0.848,0.96,0.327
399,Logistic Regression (Lasso),random_sampling,False,50,True,"[0.8, 0.1, 0.1]",8117,1014,1016,0.818,0.838,0.905,0.848,0.969,0.324
400,Logistic Regression (Lasso),random_sampling,False,50,False,"[0.5, 0.25, 0.25]",5073,2536,2538,0.789,0.83,0.896,0.874,0.919,0.481
401,Logistic Regression (Lasso),random_sampling,False,50,False,"[0.6, 0.2, 0.2]",6088,2029,2030,0.826,0.839,0.902,0.876,0.929,0.484
402,Logistic Regression (Lasso),random_sampling,False,50,False,"[0.8, 0.1, 0.1]",8117,1014,1016,0.791,0.833,0.898,0.871,0.927,0.464
403,Logistic Regression (Lasso),random_sampling,False,100,True,"[0.5, 0.25, 0.25]",5073,2536,2538,0.799,0.823,0.896,0.844,0.954,0.31
404,Logistic Regression (Lasso),random_sampling,False,100,True,"[0.6, 0.2, 0.2]",6088,2029,2030,0.811,0.83,0.9,0.844,0.964,0.303
405,Logistic Regression (Lasso),random_sampling,False,100,True,"[0.8, 0.1, 0.1]",8117,1014,1016,0.818,0.837,0.904,0.847,0.97,0.314
406,Logistic Regression (Lasso),random_sampling,False,100,False,"[0.5, 0.25, 0.25]",5073,2536,2538,0.799,0.835,0.9,0.87,0.932,0.455
407,Logistic Regression (Lasso),random_sampling,False,100,False,"[0.6, 0.2, 0.2]",6088,2029,2030,0.814,0.838,0.901,0.877,0.927,0.492
408,Logistic Regression (Lasso),random_sampling,False,100,False,"[0.8, 0.1, 0.1]",8117,1014,1016,0.8,0.832,0.897,0.877,0.917,0.498
409,Logistic Regression (Lasso),random_sampling,False,300,True,"[0.5, 0.25, 0.25]",5073,2536,2538,0.807,0.821,0.894,0.845,0.949,0.318
410,Logistic Regression (Lasso),random_sampling,False,300,True,"[0.6, 0.2, 0.2]",6088,2029,2030,0.823,0.83,0.899,0.85,0.954,0.341
411,Logistic Regression (Lasso),random_sampling,False,300,True,"[0.8, 0.1, 0.1]",8117,1014,1016,0.809,0.831,0.901,0.844,0.965,0.304
412,Logistic Regression (Lasso),random_sampling,False,300,False,"[0.5, 0.25, 0.25]",5073,2536,2538,0.795,0.834,0.899,0.871,0.929,0.461
413,Logistic Regression (Lasso),random_sampling,False,300,False,"[0.6, 0.2, 0.2]",6088,2029,2030,0.815,0.838,0.901,0.876,0.928,0.484
414,Logistic Regression (Lasso),random_sampling,False,300,False,"[0.8, 0.1, 0.1]",8117,1014,1016,0.821,0.834,0.898,0.878,0.918,0.502
415,Logistic Regression (Lasso),random_sampling,False,600,True,"[0.5, 0.25, 0.25]",5073,2536,2538,0.806,0.823,0.895,0.849,0.947,0.339
416,Logistic Regression (Lasso),random_sampling,False,600,True,"[0.6, 0.2, 0.2]",6088,2029,2030,0.803,0.825,0.896,0.848,0.951,0.332
417,Logistic Regression (Lasso),random_sampling,False,600,True,"[0.8, 0.1, 0.1]",8117,1014,1016,0.821,0.839,0.905,0.851,0.967,0.338
418,Logistic Regression (Lasso),random_sampling,False,600,False,"[0.5, 0.25, 0.25]",5073,2536,2538,0.814,0.831,0.897,0.87,0.927,0.455
419,Logistic Regression (Lasso),random_sampling,False,600,False,"[0.6, 0.2, 0.2]",6088,2029,2030,0.833,0.834,0.898,0.879,0.919,0.504
420,Logistic Regression (Lasso),random_sampling,False,600,False,"[0.8, 0.1, 0.1]",8117,1014,1016,0.81,0.843,0.903,0.883,0.925,0.522
421,Logistic Regression (Lasso),active_learning,True,0,True,"[0.5, 0.25, 0.25]",2062,1030,1032,0.698,0.715,0.743,0.677,0.824,0.607
422,Logistic Regression (Lasso),active_learning,True,0,True,"[0.6, 0.2, 0.2]",2474,824,826,0.707,0.711,0.739,0.673,0.818,0.603
423,Logistic Regression (Lasso),active_learning,True,0,True,"[0.8, 0.1, 0.1]",3298,412,414,0.679,0.722,0.754,0.677,0.85,0.594
424,Logistic Regression (Lasso),active_learning,True,0,False,"[0.5, 0.25, 0.25]",2062,1030,1032,0.729,0.762,0.752,0.785,0.721,0.802
425,Logistic Regression (Lasso),active_learning,True,0,False,"[0.6, 0.2, 0.2]",2474,824,826,0.715,0.798,0.789,0.824,0.758,0.838
426,Logistic Regression (Lasso),active_learning,True,0,False,"[0.8, 0.1, 0.1]",3298,412,414,0.73,0.802,0.792,0.834,0.754,0.85
427,Logistic Regression (Lasso),active_learning,True,50,True,"[0.5, 0.25, 0.25]",2062,1030,1032,0.709,0.717,0.742,0.682,0.812,0.622
428,Logistic Regression (Lasso),active_learning,True,50,True,"[0.6, 0.2, 0.2]",2474,824,826,0.713,0.708,0.735,0.673,0.809,0.608
429,Logistic Regression (Lasso),active_learning,True,50,True,"[0.8, 0.1, 0.1]",3298,412,414,0.721,0.737,0.759,0.699,0.831,0.643
430,Logistic Regression (Lasso),active_learning,True,50,False,"[0.5, 0.25, 0.25]",2062,1030,1032,0.693,0.77,0.762,0.791,0.734,0.806
431,Logistic Regression (Lasso),active_learning,True,50,False,"[0.6, 0.2, 0.2]",2474,824,826,0.729,0.795,0.784,0.832,0.741,0.85
432,Logistic Regression (Lasso),active_learning,True,50,False,"[0.8, 0.1, 0.1]",3298,412,414,0.687,0.807,0.797,0.84,0.758,0.855
433,Logistic Regression (Lasso),active_learning,True,100,True,"[0.5, 0.25, 0.25]",2062,1030,1032,0.686,0.713,0.744,0.671,0.835,0.591
434,Logistic Regression (Lasso),active_learning,True,100,True,"[0.6, 0.2, 0.2]",2474,824,826,0.687,0.709,0.731,0.681,0.789,0.63
435,Logistic Regression (Lasso),active_learning,True,100,True,"[0.8, 0.1, 0.1]",3298,412,414,0.726,0.729,0.762,0.681,0.865,0.594
436,Logistic Regression (Lasso),active_learning,True,100,False,"[0.5, 0.25, 0.25]",2062,1030,1032,0.686,0.761,0.755,0.773,0.738,0.783
437,Logistic Regression (Lasso),active_learning,True,100,False,"[0.6, 0.2, 0.2]",2474,824,826,0.722,0.783,0.772,0.815,0.734,0.833
438,Logistic Regression (Lasso),active_learning,True,100,False,"[0.8, 0.1, 0.1]",3298,412,414,0.737,0.783,0.772,0.813,0.734,0.831
439,Logistic Regression (Lasso),active_learning,True,300,True,"[0.5, 0.25, 0.25]",2062,1030,1032,0.683,0.71,0.74,0.671,0.824,0.597
440,Logistic Regression (Lasso),active_learning,True,300,True,"[0.6, 0.2, 0.2]",2474,824,826,0.661,0.725,0.745,0.695,0.804,0.646
441,Logistic Regression (Lasso),active_learning,True,300,True,"[0.8, 0.1, 0.1]",3298,412,414,0.688,0.739,0.763,0.699,0.841,0.638
442,Logistic Regression (Lasso),active_learning,True,300,False,"[0.5, 0.25, 0.25]",2062,1030,1032,0.729,0.765,0.752,0.795,0.713,0.816
443,Logistic Regression (Lasso),active_learning,True,300,False,"[0.6, 0.2, 0.2]",2474,824,826,0.721,0.789,0.779,0.82,0.741,0.838
444,Logistic Regression (Lasso),active_learning,True,300,False,"[0.8, 0.1, 0.1]",3298,412,414,0.662,0.809,0.797,0.852,0.749,0.87
445,Logistic Regression (Lasso),active_learning,True,600,True,"[0.5, 0.25, 0.25]",2062,1030,1032,0.694,0.716,0.745,0.677,0.828,0.605
446,Logistic Regression (Lasso),active_learning,True,600,True,"[0.6, 0.2, 0.2]",2474,824,826,0.691,0.741,0.758,0.711,0.811,0.671
447,Logistic Regression (Lasso),active_learning,True,600,True,"[0.8, 0.1, 0.1]",3298,412,414,0.729,0.744,0.767,0.704,0.841,0.647
448,Logistic Regression (Lasso),active_learning,True,600,False,"[0.5, 0.25, 0.25]",2062,1030,1032,0.692,0.771,0.764,0.789,0.74,0.802
449,Logistic Regression (Lasso),active_learning,True,600,False,"[0.6, 0.2, 0.2]",2474,824,826,0.693,0.797,0.784,0.836,0.738,0.855
450,Logistic Regression (Lasso),active_learning,True,600,False,"[0.8, 0.1, 0.1]",3298,412,414,0.714,0.807,0.801,0.826,0.778,0.836
451,Logistic Regression (Lasso),active_learning,False,0,True,"[0.5, 0.25, 0.25]",5073,2536,2538,0.819,0.826,0.897,0.845,0.957,0.312
452,Logistic Regression (Lasso),active_learning,False,0,True,"[0.6, 0.2, 0.2]",6088,2029,2030,0.804,0.834,0.902,0.849,0.964,0.327
453,Logistic Regression (Lasso),active_learning,False,0,True,"[0.8, 0.1, 0.1]",8117,1014,1016,0.826,0.837,0.905,0.845,0.973,0.304
454,Logistic Regression (Lasso),active_learning,False,0,False,"[0.5, 0.25, 0.25]",5073,2536,2538,0.809,0.833,0.898,0.874,0.924,0.477
455,Logistic Regression (Lasso),active_learning,False,0,False,"[0.6, 0.2, 0.2]",6088,2029,2030,0.831,0.836,0.9,0.874,0.929,0.475
456,Logistic Regression (Lasso),active_learning,False,0,False,"[0.8, 0.1, 0.1]",8117,1014,1016,0.819,0.844,0.905,0.878,0.933,0.493
457,Logistic Regression (Lasso),active_learning,False,50,True,"[0.5, 0.25, 0.25]",5073,2536,2538,0.802,0.827,0.897,0.853,0.947,0.359
458,Logistic Regression (Lasso),active_learning,False,50,True,"[0.6, 0.2, 0.2]",6088,2029,2030,0.813,0.824,0.897,0.838,0.965,0.269
459,Logistic Regression (Lasso),active_learning,False,50,True,"[0.8, 0.1, 0.1]",8117,1014,1016,0.81,0.834,0.902,0.848,0.964,0.324
460,Logistic Regression (Lasso),active_learning,False,50,False,"[0.5, 0.25, 0.25]",5073,2536,2538,0.791,0.836,0.899,0.877,0.923,0.494
461,Logistic Regression (Lasso),active_learning,False,50,False,"[0.6, 0.2, 0.2]",6088,2029,2030,0.815,0.839,0.902,0.877,0.928,0.492
462,Logistic Regression (Lasso),active_learning,False,50,False,"[0.8, 0.1, 0.1]",8117,1014,1016,0.79,0.837,0.9,0.876,0.926,0.488
463,Logistic Regression (Lasso),active_learning,False,100,True,"[0.5, 0.25, 0.25]",5073,2536,2538,0.797,0.825,0.896,0.85,0.948,0.345
464,Logistic Regression (Lasso),active_learning,False,100,True,"[0.6, 0.2, 0.2]",6088,2029,2030,0.809,0.823,0.896,0.838,0.964,0.269
465,Logistic Regression (Lasso),active_learning,False,100,True,"[0.8, 0.1, 0.1]",8117,1014,1016,0.808,0.836,0.904,0.847,0.968,0.319
466,Logistic Regression (Lasso),active_learning,False,100,False,"[0.5, 0.25, 0.25]",5073,2536,2538,0.79,0.838,0.902,0.875,0.93,0.479
467,Logistic Regression (Lasso),active_learning,False,100,False,"[0.6, 0.2, 0.2]",6088,2029,2030,0.82,0.844,0.904,0.882,0.928,0.516
468,Logistic Regression (Lasso),active_learning,False,100,False,"[0.8, 0.1, 0.1]",8117,1014,1016,0.795,0.838,0.9,0.881,0.921,0.512
469,Logistic Regression (Lasso),active_learning,False,300,True,"[0.5, 0.25, 0.25]",5073,2536,2538,0.793,0.825,0.897,0.846,0.954,0.32
470,Logistic Regression (Lasso),active_learning,False,300,True,"[0.6, 0.2, 0.2]",6088,2029,2030,0.804,0.828,0.899,0.845,0.96,0.31
471,Logistic Regression (Lasso),active_learning,False,300,True,"[0.8, 0.1, 0.1]",8117,1014,1016,0.815,0.832,0.902,0.843,0.969,0.295
472,Logistic Regression (Lasso),active_learning,False,300,False,"[0.5, 0.25, 0.25]",5073,2536,2538,0.782,0.836,0.9,0.875,0.927,0.483
473,Logistic Regression (Lasso),active_learning,False,300,False,"[0.6, 0.2, 0.2]",6088,2029,2030,0.811,0.841,0.903,0.877,0.931,0.487
474,Logistic Regression (Lasso),active_learning,False,300,False,"[0.8, 0.1, 0.1]",8117,1014,1016,0.815,0.84,0.902,0.882,0.922,0.517
475,Logistic Regression (Lasso),active_learning,False,600,True,"[0.5, 0.25, 0.25]",5073,2536,2538,0.785,0.836,0.903,0.851,0.963,0.337
476,Logistic Regression (Lasso),active_learning,False,600,True,"[0.6, 0.2, 0.2]",6088,2029,2030,0.784,0.837,0.904,0.848,0.969,0.32
477,Logistic Regression (Lasso),active_learning,False,600,True,"[0.8, 0.1, 0.1]",8117,1014,1016,0.82,0.844,0.909,0.85,0.978,0.324
478,Logistic Regression (Lasso),active_learning,False,600,False,"[0.5, 0.25, 0.25]",5073,2536,2538,0.786,0.831,0.896,0.876,0.918,0.49
479,Logistic Regression (Lasso),active_learning,False,600,False,"[0.6, 0.2, 0.2]",6088,2029,2030,0.814,0.839,0.902,0.881,0.923,0.511
480,Logistic Regression (Lasso),active_learning,False,600,False,"[0.8, 0.1, 0.1]",8117,1014,1016,0.817,0.851,0.909,0.888,0.931,0.541
